"","Tempo","Ativo Total","Ativo Circulante","Caixa e Equivalentes de Caixa","Aplicações Financeiras","Contas a Receber","Estoques","Ativos Biológicos","Tributos a Recuperar","Despesas Antecipadas","Outros Ativos Circulantes","Ativo Realizável a Longo Prazo","Aplicações Financeiras Avaliadas a Valor Justo","Aplicações Financeiras Avaliadas ao Custo Amortizado","Contas a Receber","Estoques","Ativos Biológicos","Tributos Diferidos","Despesas Antecipadas","Créditos com Partes Relacionadas","Outros Ativos Não Circulantes","Investimentos","Imobilizado","Intangível","Diferido","Passivo Total","Passivo Circulante","Obrigações Sociais e Trabalhistas","Fornecedores","Obrigações Fiscais","Empréstimos e Financiamentos","Passivos com Partes Relacionadas","Dividendos e JCP a Pagar","Outros","Provisões","Passivos sobre Ativos Não-Correntes a Venda e Descontinuados","Passivo Não Circulante","Empréstimos e Financiamentos","Passivos com Partes Relacionadas","Outros","Tributos Diferidos","Adiantamento para Futuro Aumento Capital","Provisões","Passivos sobre Ativos Não-Correntes a Venda e Descontinuados","Lucros e Receitas a Apropriar","Participação dos Acionistas Não Controladores","Patrimônio Líquido","Capital Social Realizado","Reservas de Capital","Reservas de Reavaliação","Reservas de Lucros","Lucros/Prejuízos Acumulados","Ajustes de Avaliação Patrimonial","Ajustes Acumulados de Conversão","Outros Resultados Abrangentes","Adiantamento para Futuro Aumento Capital","Receita Bruta de Vendas e/ou Serviços","Deduções da Receita Bruta","Receita Líquida de Vendas e/ou Serviços","Custo de Bens e/ou Serviços Vendidos","Resultado Bruto","Despesas Com Vendas","Despesas Gerais e Administrativas","Perdas pela Não Recuperabilidade de Ativos ","Outras Receitas Operacionais","Outras Despesas Operacionais","Resultado da Equivalência Patrimonial","Financeiras","Receitas Financeiras","Despesas Financeiras","Resultado Não Operacional","Receitas","Despesas","Resultado Antes Tributação/Participações","Provisão para IR e Contribuição Social","IR Diferido","Participações/Contribuições Estatutárias","Reversão dos Juros sobre Capital Próprio","Part. de Acionistas Não Controladores","Lucro/Prejuízo do Período","names","Time"
"1","30/09/2006","774.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","3.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","3.000000","771.000000","0.000000","0.000000","0.000000","774.000000","404.000000","0.000000","0.000000","404.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","5054.000000","0.000000","1678.000000","3376.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-4684.000000","23550.000000","0.000000","0.000000","0.000000","-28234.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-21.000000","0.000000","0.000000","0.000000","0.000000","-55.000000","0.000000","-55.000000","0.000000","0.000000","0.000000","-76.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-76.000000","MAPT4","2006-09-29 21:00:00"
"2","31/12/2006","774.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","3.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","3.000000","771.000000","0.000000","0.000000","0.000000","774.000000","327.000000","0.000000","0.000000","327.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","5191.000000","0.000000","0.000000","3420.000000","0.000000","1771.000000","0.000000","0.000000","0.000000","0.000000","-4744.000000","23550.000000","0.000000","0.000000","0.000000","-28294.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-12.000000","0.000000","0.000000","0.000000","0.000000","-49.000000","0.000000","-49.000000","0.000000","0.000000","0.000000","-61.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-61.000000","MAPT4","2006-12-30 22:00:00"
"3","31/03/2007","774.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","3.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","3.000000","771.000000","0.000000","0.000000","0.000000","774.000000","579.000000","0.000000","0.000000","579.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","4994.000000","0.000000","0.000000","3130.000000","0.000000","1864.000000","0.000000","0.000000","0.000000","0.000000","-4799.000000","23550.000000","0.000000","0.000000","0.000000","-28349.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-9.000000","0.000000","0.000000","0.000000","0.000000","-46.000000","0.000000","-46.000000","0.000000","0.000000","0.000000","-55.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-55.000000","MAPT4","2007-03-30 21:00:00"
"4","30/06/2007","774.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","3.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","3.000000","771.000000","0.000000","0.000000","0.000000","774.000000","503.000000","0.000000","0.000000","503.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","5158.000000","0.000000","0.000000","3167.000000","0.000000","1991.000000","0.000000","0.000000","0.000000","0.000000","-4887.000000","23550.000000","0.000000","0.000000","0.000000","-28437.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-42.000000","0.000000","0.000000","0.000000","0.000000","-45.000000","0.000000","-45.000000","0.000000","0.000000","0.000000","-87.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-87.000000","MAPT4","2007-06-29 21:00:00"
"5","30/09/2007","774.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","3.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","3.000000","771.000000","0.000000","0.000000","0.000000","774.000000","423.000000","0.000000","0.000000","423.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","5297.000000","0.000000","0.000000","3202.000000","0.000000","2095.000000","0.000000","0.000000","0.000000","0.000000","-4946.000000","23550.000000","0.000000","0.000000","0.000000","-28496.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-18.000000","0.000000","0.000000","0.000000","0.000000","-42.000000","0.000000","-42.000000","0.000000","0.000000","0.000000","-60.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-60.000000","MAPT4","2007-09-29 21:00:00"
"6","31/12/2007","774.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","3.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","3.000000","771.000000","0.000000","0.000000","0.000000","774.000000","343.000000","0.000000","0.000000","343.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","5431.000000","0.000000","0.000000","3238.000000","0.000000","2193.000000","0.000000","0.000000","0.000000","0.000000","-5000.000000","23550.000000","0.000000","0.000000","0.000000","-28550.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-13.000000","0.000000","0.000000","0.000000","0.000000","-41.000000","0.000000","-41.000000","0.000000","0.000000","0.000000","-54.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-54.000000","MAPT4","2007-12-30 22:00:00"
"7","31/03/2008","854.000000","65.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","65.000000","3.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","3.000000","771.000000","14.000000","1.000000","0.000000","854.000000","625.000000","0.000000","15.000000","606.000000","0.000000","0.000000","0.000000","4.000000","0.000000","0.000000","5502.000000","0.000000","0.000000","2927.000000","0.000000","2575.000000","0.000000","0.000000","0.000000","0.000000","-5273.000000","23550.000000","0.000000","0.000000","0.000000","-28823.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-233.000000","0.000000","0.000000","0.000000","0.000000","-40.000000","0.000000","-40.000000","0.000000","0.000000","0.000000","-273.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-273.000000","MAPT4","2008-03-30 21:00:00"
"8","30/06/2008","1543.000000","754.000000","1.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","753.000000","3.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","3.000000","771.000000","14.000000","1.000000","0.000000","1543.000000","557.000000","0.000000","24.000000","526.000000","0.000000","0.000000","0.000000","7.000000","0.000000","0.000000","6881.000000","0.000000","0.000000","2958.000000","0.000000","3923.000000","0.000000","0.000000","0.000000","0.000000","-5895.000000","23550.000000","0.000000","0.000000","0.000000","-29445.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-583.000000","0.000000","0.000000","0.000000","0.000000","-39.000000","0.000000","-39.000000","0.000000","0.000000","0.000000","-622.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-622.000000","MAPT4","2008-06-29 21:00:00"
"9","30/09/2008","786.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","771.000000","14.000000","1.000000","0.000000","786.000000","467.000000","0.000000","23.000000","443.000000","0.000000","0.000000","0.000000","1.000000","0.000000","0.000000","6507.000000","0.000000","0.000000","2990.000000","0.000000","3517.000000","0.000000","0.000000","0.000000","0.000000","-6188.000000","23550.000000","0.000000","0.000000","0.000000","-29738.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-251.000000","0.000000","0.000000","0.000000","0.000000","-39.000000","0.000000","-39.000000","-3.000000","0.000000","-3.000000","-293.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-293.000000","MAPT4","2008-09-29 21:00:00"
"10","31/12/2008","785.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","771.000000","14.000000","0.000000","0.000000","785.000000","358.000000","0.000000","0.000000","358.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","6763.000000","0.000000","0.000000","3021.000000","0.000000","3742.000000","0.000000","0.000000","0.000000","0.000000","-6336.000000","23550.000000","0.000000","0.000000","0.000000","-29886.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-111.000000","0.000000","0.000000","-3.000000","0.000000","-37.000000","0.000000","-37.000000","3.000000","0.000000","3.000000","-148.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-148.000000","MAPT4","2008-12-30 22:00:00"
