"","Tempo","Ativo Total","Ativo Circulante","Caixa e Equivalentes de Caixa","Aplicações Financeiras","Contas a Receber","Estoques","Ativos Biológicos","Tributos a Recuperar","Despesas Antecipadas","Outros Ativos Circulantes","Ativo Realizável a Longo Prazo","Aplicações Financeiras Avaliadas a Valor Justo","Aplicações Financeiras Avaliadas ao Custo Amortizado","Contas a Receber","Estoques","Ativos Biológicos","Tributos Diferidos","Despesas Antecipadas","Créditos com Partes Relacionadas","Outros Ativos Não Circulantes","Investimentos","Imobilizado","Intangível","Diferido","Passivo Total","Passivo Circulante","Obrigações Sociais e Trabalhistas","Fornecedores","Obrigações Fiscais","Empréstimos e Financiamentos","Passivos com Partes Relacionadas","Dividendos e JCP a Pagar","Outros","Provisões","Passivos sobre Ativos Não-Correntes a Venda e Descontinuados","Passivo Não Circulante","Empréstimos e Financiamentos","Passivos com Partes Relacionadas","Outros","Tributos Diferidos","Adiantamento para Futuro Aumento Capital","Provisões","Passivos sobre Ativos Não-Correntes a Venda e Descontinuados","Lucros e Receitas a Apropriar","Participação dos Acionistas Não Controladores","Patrimônio Líquido","Capital Social Realizado","Reservas de Capital","Reservas de Reavaliação","Reservas de Lucros","Lucros/Prejuízos Acumulados","Ajustes de Avaliação Patrimonial","Ajustes Acumulados de Conversão","Outros Resultados Abrangentes","Adiantamento para Futuro Aumento Capital","Receita Bruta de Vendas e/ou Serviços","Deduções da Receita Bruta","Receita Líquida de Vendas e/ou Serviços","Custo de Bens e/ou Serviços Vendidos","Resultado Bruto","Despesas Com Vendas","Despesas Gerais e Administrativas","Perdas pela Não Recuperabilidade de Ativos ","Outras Receitas Operacionais","Outras Despesas Operacionais","Resultado da Equivalência Patrimonial","Financeiras","Receitas Financeiras","Despesas Financeiras","Resultado Não Operacional","Receitas","Despesas","Resultado Antes Tributação/Participações","Provisão para IR e Contribuição Social","IR Diferido","Participações/Contribuições Estatutárias","Reversão dos Juros sobre Capital Próprio","Part. de Acionistas Não Controladores","Lucro/Prejuízo do Período","names","Time"
"1","30/09/2006","17957435.392000","2024606.976000","399433.984000","0.000000","1149815.040000","33005.000000","0.000000","0.000000","0.000000","442352.992000","1685080.064000","0.000000","0.000000","1685080.064000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","720.000000","14233536.512000","0.000000","13493.000000","17957435.392000","1938285.056000","0.000000","103845.000000","138279.008000","861057.984000","0.000000","0.000000","824113.024000","10990.000000","0.000000","6941445.120000","5516316.160000","0.000000","805723.008000","0.000000","0.000000","619406.016000","0.000000","0.000000","0.000000","9077705.728000","3403687.936000","104624.000000","2459700.992000","2470268.928000","639424.000000","0.000000","0.000000","0.000000","0.000000","1505828.992000","-114987.000000","1390841.984000","-644404.992000","746436.992000","-187802.000000","-83734.000000","0.000000","0.000000","0.000000","0.000000","-153122.000000","25896.000000","-179018.000000","1210.000000","5476.000000","-4266.000000","322988.992000","-122815.000000","4060.000000","-8780.000000","0.000000","0.000000","195454.000000","SBSP3","2006-09-29 21:00:00"
"2","31/12/2006","18093711.360000","2012790.016000","328206.016000","0.000000","1572910.976000","48889.000000","0.000000","0.000000","0.000000","62784.000000","1737549.952000","0.000000","0.000000","1737549.952000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","720.000000","13837498.368000","495118.016000","10035.000000","18093711.360000","2101936.000000","0.000000","144167.008000","105552.000000","852474.976000","0.000000","0.000000","997448.000000","2294.000000","0.000000","6879535.104000","5474254.080000","0.000000","750022.976000","0.000000","0.000000","655257.984000","0.000000","0.000000","0.000000","9112240.128000","3403687.936000","106690.000000","2427499.008000","3174362.880000","0.000000","0.000000","0.000000","0.000000","0.000000","1599361.536000","-120872.992000","1478489.088000","-706209.024000","772280.064000","-169704.992000","-168473.008000","0.000000","0.000000","0.000000","0.000000","-171961.024000","29234.000000","-201195.008000","-52163.000000","-100.000000","-52063.000000","209977.984000","-29345.024000","1875.000000","-8781.000000","0.000000","0.000000","173726.976000","SBSP3","2006-12-30 22:00:00"
"3","31/03/2007","18169765.888000","2072951.040000","453731.008000","0.000000","1493304.960000","41917.000000","0.000000","0.000000","0.000000","83998.000000","1752167.040000","0.000000","0.000000","1752167.040000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","720.000000","13844404.224000","491820.992000","7703.000000","18169765.888000","2052871.040000","0.000000","89844.000000","198464.000000","817413.984000","0.000000","0.000000","918182.976000","28966.000000","0.000000","6798815.232000","5377107.968000","0.000000","755113.984000","0.000000","0.000000","666593.024000","0.000000","0.000000","0.000000","9318080.512000","3403687.936000","113408.000000","2405656.064000","3080604.928000","314723.008000","0.000000","0.000000","0.000000","0.000000","1583224.064000","-118617.000000","1464606.976000","-653801.024000","810806.016000","-150468.000000","-93095.000000","0.000000","0.000000","0.000000","0.000000","-110445.000000","33742.000000","-144187.008000","-1012.000000","997.000000","-2009.000000","455785.984000","-181076.992000","18171.000000","0.000000","0.000000","0.000000","292880.000000","SBSP3","2007-03-30 21:00:00"
"4","30/06/2007","18212995.072000","2102824.960000","511300.992000","0.000000","1484190.976000","39874.000000","0.000000","0.000000","0.000000","67459.000000","1758171.008000","0.000000","0.000000","1758171.008000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","720.000000","13855676.416000","489878.016000","5725.000000","18212995.072000","2125937.024000","0.000000","91722.000000","133059.000000","988696.000000","0.000000","0.000000","872892.032000","39568.000000","0.000000","6471516.160000","5081250.048000","0.000000","762400.000000","0.000000","0.000000","627865.984000","0.000000","0.000000","0.000000","9615542.272000","3403687.936000","115330.000000","2383909.888000","3080604.928000","632009.024000","0.000000","0.000000","0.000000","0.000000","1563707.008000","-115889.000000","1447817.984000","-677081.024000","770737.024000","-152672.000000","-105607.000000","0.000000","0.000000","0.000000","0.000000","-50257.000000","36367.000000","-86624.000000","-1142.000000","2210.000000","-3352.000000","461059.008000","-153864.000000","-11655.000000","0.000000","0.000000","0.000000","295540.000000","SBSP3","2007-06-29 21:00:00"
"5","30/09/2007","18338265.088000","2124252.032000","445515.008000","0.000000","1531469.056000","39898.000000","0.000000","0.000000","0.000000","107370.000000","1774882.048000","0.000000","0.000000","1774882.048000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","720.000000","13944287.232000","489791.008000","4334.000000","18338265.088000","2219645.952000","0.000000","128095.000000","127757.000000","729507.016000","0.000000","0.000000","1171901.056000","62386.000000","0.000000","6385888.256000","4998894.848000","0.000000","800665.024000","0.000000","0.000000","586328.000000","0.000000","0.000000","0.000000","9732731.904000","3403687.936000","119166.000000","2361713.920000","3080604.928000","767558.976000","0.000000","0.000000","0.000000","0.000000","1612065.024000","-120241.000000","1491824.000000","-663532.032000","828291.968000","-163116.992000","-88119.000000","0.000000","0.000000","0.000000","0.000000","-118001.000000","32192.000000","-150192.992000","-4853.000000","-990.000000","-3863.000000","454201.984000","-71530.000000","-471.000000","0.000000","0.000000","0.000000","382200.992000","SBSP3","2007-09-29 21:00:00"
"6","31/12/2007","18663376.896000","2224517.120000","464996.992000","0.000000","1546391.040000","53141.000000","0.000000","0.000000","0.000000","159988.000000","1866802.944000","0.000000","0.000000","1866802.944000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","720.000000","14060072.960000","507788.992000","3474.000000","18663376.896000","2454736.896000","0.000000","165267.008000","127735.000000","742113.984000","0.000000","0.000000","1129448.960000","290172.000000","0.000000","6424632.832000","4943121.024000","0.000000","826428.032000","0.000000","0.000000","655084.032000","0.000000","0.000000","0.000000","9784005.632000","3403687.936000","124255.000000","2339828.992000","3916233.984000","0.000000","0.000000","0.000000","0.000000","0.000000","1689214.976000","-122621.984000","1566593.536000","-701281.792000","865310.976000","-173295.008000","-272369.024000","0.000000","0.000000","0.000000","0.000000","-282253.984000","29822.000000","-312076.000000","-28169.000000","43898.000000","-72067.000000","109224.064000","-136874.048000","105732.000000","0.000000","0.000000","0.000000","78081.984000","SBSP3","2007-12-30 22:00:00"
"7","31/03/2008","18590179.328000","1934502.016000","380224.992000","0.000000","1344359.040000","45436.000000","0.000000","0.000000","0.000000","164482.000000","1966657.024000","0.000000","0.000000","1966657.024000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","720.000000","14123585.536000","562075.008000","2641.000000","18590179.328000","2270102.016000","0.000000","106953.000000","171084.992000","980118.976000","0.000000","0.000000","764129.024000","247816.000000","0.000000","6229248.000000","4711501.056000","0.000000","817038.016000","0.000000","0.000000","700708.992000","0.000000","3100.000000","0.000000","10087731.200000","3403687.936000","124255.000000","2318144.000000","3916233.984000","325409.984000","0.000000","0.000000","0.000000","0.000000","1658616.960000","-118548.000000","1540068.992000","-664753.024000","875315.968000","-138612.992000","-112476.000000","0.000000","0.000000","0.000000","0.000000","-161488.000000","52390.000000","-213878.000000","10957.000000","14385.000000","-3428.000000","473696.000000","-192296.992000","22326.000000","0.000000","0.000000","0.000000","303724.992000","SBSP3","2008-03-30 21:00:00"
"8","30/06/2008","18702067.712000","1784195.968000","352780.992000","0.000000","1235856.000000","42266.000000","0.000000","0.000000","0.000000","153292.992000","2088563.968000","0.000000","0.000000","2088563.968000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","720.000000","14248536.064000","578140.992000","1912.000000","18702067.712000","2351353.088000","0.000000","122248.000000","109870.000000","1131864.960000","0.000000","0.000000","663163.008000","324207.008000","0.000000","6091735.040000","4669561.024000","0.000000","764355.968000","0.000000","0.000000","657817.984000","0.000000","11727.000000","0.000000","10247254.016000","6203687.936000","124255.000000","2296421.120000","1116233.984000","506656.000000","0.000000","0.000000","0.000000","0.000000","1627339.008000","-113987.000000","1513351.936000","-702737.024000","810614.976000","-224970.000000","-104543.000000","0.000000","0.000000","0.000000","0.000000","-20243.000000","43819.000000","-64062.000000","-194.000000","4612.000000","-4806.000000","460664.992000","-131384.000000","30738.000000","0.000000","0.000000","0.000000","360019.008000","SBSP3","2008-06-29 21:00:00"
"9","30/09/2008","19537510.400000","2004278.016000","474903.008000","0.000000","1284369.024000","40164.000000","0.000000","0.000000","0.000000","204842.000000","2498825.984000","0.000000","0.000000","2498825.984000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","4561.000000","14414539.776000","614048.000000","1257.000000","19537510.400000","2827042.048000","0.000000","159476.000000","182018.000000","1386890.048000","0.000000","0.000000","727702.976000","370955.008000","0.000000","6210868.224000","4749613.056000","0.000000","792608.000000","0.000000","0.000000","668646.976000","0.000000","20973.000000","0.000000","10478626.816000","6203687.936000","124542.000000","2274728.960000","1116233.984000","759433.984000","0.000000","0.000000","0.000000","0.000000","1717266.048000","-124221.000000","1593044.992000","-708200.000000","884844.992000","-163590.000000","-184122.000000","0.000000","0.000000","0.000000","0.000000","-47544.000000","403267.008000","-450811.008000","-125352.000000","15582.000000","-140934.000000","364236.992000","-176992.992000","43842.000000","0.000000","0.000000","0.000000","231086.000000","SBSP3","2008-09-29 21:00:00"
"10","31/12/2008","20522989.568000","2238412.032000","625731.968000","0.000000","1339876.992000","47678.000000","0.000000","0.000000","0.000000","225124.992000","2541826.048000","0.000000","0.000000","2541826.048000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","720.000000","14926615.552000","815416.000000","0.000000","20522989.568000","3016919.040000","0.000000","187143.008000","130410.000000","1448860.032000","0.000000","0.000000","791110.976000","459395.008000","0.000000","7013642.240000","5416247.808000","0.000000","899140.992000","0.000000","0.000000","698252.992000","0.000000","0.000000","0.000000","10492429.312000","6203687.936000","124255.000000","2253011.968000","1911474.048000","0.000000","0.000000","0.000000","0.000000","0.000000","1835580.928000","-130375.008000","1705205.760000","-756118.912000","949086.976000","-191776.000000","-177454.976000","0.000000","64974.000000","-173444.000000","0.000000","-478254.976000","68550.976000","-546805.952000","114589.000000","-34579.000000","149168.000000","107719.936000","-47699.008000","53234.000000","0.000000","0.000000","0.000000","113254.976000","SBSP3","2008-12-30 22:00:00"
