"","Tempo","Ativo Total","Ativo Circulante","Caixa e Equivalentes de Caixa","Aplicações Financeiras","Contas a Receber","Estoques","Ativos Biológicos","Tributos a Recuperar","Despesas Antecipadas","Outros Ativos Circulantes","Ativo Realizável a Longo Prazo","Aplicações Financeiras Avaliadas a Valor Justo","Aplicações Financeiras Avaliadas ao Custo Amortizado","Contas a Receber","Estoques","Ativos Biológicos","Tributos Diferidos","Despesas Antecipadas","Créditos com Partes Relacionadas","Outros Ativos Não Circulantes","Investimentos","Imobilizado","Intangível","Diferido","Passivo Total","Passivo Circulante","Obrigações Sociais e Trabalhistas","Fornecedores","Obrigações Fiscais","Empréstimos e Financiamentos","Passivos com Partes Relacionadas","Dividendos e JCP a Pagar","Outros","Provisões","Passivos sobre Ativos Não-Correntes a Venda e Descontinuados","Passivo Não Circulante","Empréstimos e Financiamentos","Passivos com Partes Relacionadas","Outros","Tributos Diferidos","Adiantamento para Futuro Aumento Capital","Provisões","Passivos sobre Ativos Não-Correntes a Venda e Descontinuados","Lucros e Receitas a Apropriar","Participação dos Acionistas Não Controladores","Patrimônio Líquido","Capital Social Realizado","Reservas de Capital","Reservas de Reavaliação","Reservas de Lucros","Lucros/Prejuízos Acumulados","Ajustes de Avaliação Patrimonial","Ajustes Acumulados de Conversão","Outros Resultados Abrangentes","Adiantamento para Futuro Aumento Capital","Receita Bruta de Vendas e/ou Serviços","Deduções da Receita Bruta","Receita Líquida de Vendas e/ou Serviços","Custo de Bens e/ou Serviços Vendidos","Resultado Bruto","Despesas Com Vendas","Despesas Gerais e Administrativas","Perdas pela Não Recuperabilidade de Ativos ","Outras Receitas Operacionais","Outras Despesas Operacionais","Resultado da Equivalência Patrimonial","Financeiras","Receitas Financeiras","Despesas Financeiras","Resultado Não Operacional","Receitas","Despesas","Resultado Antes Tributação/Participações","Provisão para IR e Contribuição Social","IR Diferido","Participações/Contribuições Estatutárias","Reversão dos Juros sobre Capital Próprio","Part. de Acionistas Não Controladores","Lucro/Prejuízo do Período","names","Time"
"1","31/12/2006","10206817.280000","3041039.872000","1723038.976000","0.000000","346616.992000","554222.016000","0.000000","0.000000","0.000000","417161.984000","496704.992000","0.000000","0.000000","255771.008000","0.000000","0.000000","0.000000","0.000000","0.000000","240934.000000","1094237.952000","5488359.936000","0.000000","86474.000000","10206817.280000","1601447.040000","0.000000","212488.000000","93126.000000","770518.976000","0.000000","275331.008000","249983.008000","0.000000","0.000000","3491017.984000","3056119.040000","0.000000","434899.008000","0.000000","0.000000","0.000000","0.000000","0.000000","235.000000","5114117.120000","3052210.944000","84290.000000","16304.000000","1961312.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1191841.024000","-170546.048000","1021294.848000","-618425.856000","402868.992000","-94114.976000","-57097.008000","0.000000","0.000000","-46739.008000","-9846.000000","-2129.000000","305444.032000","-307572.992000","-4714.000000","0.000000","-4714.000000","188229.024000","-10877.000000","-3683.000000","0.000000","0.000000","-43.000000","173626.016000","FIBR3","2006-12-30 22:00:00"
"2","31/03/2007","11748647.936000","2830532.096000","1725195.008000","0.000000","274679.008000","487790.016000","0.000000","0.000000","0.000000","342868.000000","391430.016000","0.000000","0.000000","68599.000000","0.000000","0.000000","0.000000","0.000000","0.000000","322831.008000","989097.024000","7444567.040000","0.000000","93022.000000","11748647.936000","1363537.024000","0.000000","222476.000000","57229.000000","700144.000000","0.000000","275324.992000","108363.000000","0.000000","0.000000","5107110.912000","2865082.880000","0.000000","2242028.032000","0.000000","0.000000","0.000000","0.000000","0.000000","347.000000","5277652.992000","3052210.944000","84049.000000","15721.000000","1958674.944000","166996.992000","0.000000","0.000000","0.000000","0.000000","1013081.984000","-131865.000000","881217.024000","-549833.984000","331383.008000","-86029.000000","-41899.000000","0.000000","0.000000","-105009.000000","-34667.000000","133738.000000","227579.008000","-93841.000000","-7677.000000","0.000000","-7677.000000","189840.000000","-27779.000000","-1814.000000","0.000000","0.000000","-112.000000","160135.008000","FIBR3","2007-03-30 21:00:00"
"3","30/06/2007","11638317.056000","2700737.024000","1520385.024000","0.000000","289606.016000","518384.000000","0.000000","0.000000","0.000000","372361.984000","382932.000000","0.000000","0.000000","92085.000000","0.000000","0.000000","0.000000","0.000000","0.000000","290847.008000","922876.992000","7546586.112000","0.000000","85185.000000","11638317.056000","1214662.016000","0.000000","192122.000000","68799.000000","838686.016000","0.000000","4358.000000","110697.000000","0.000000","0.000000","4944309.760000","2799692.032000","0.000000","2144617.984000","0.000000","0.000000","0.000000","0.000000","0.000000","473.000000","5478872.064000","3052210.944000","84075.000000","15144.000000","1958135.040000","369307.008000","0.000000","0.000000","0.000000","0.000000","922683.008000","-120840.000000","801843.008000","-502643.008000","299200.000000","-77230.000000","-41099.000000","0.000000","0.000000","-42739.000000","-30803.000000","151578.000000","245456.000000","-93878.000000","14933.000000","14933.000000","0.000000","273840.000000","-29156.000000","-39117.000000","0.000000","0.000000","-126.000000","205440.992000","FIBR3","2007-06-29 21:00:00"
"4","30/09/2007","11901949.952000","2838982.912000","1757620.992000","0.000000","310440.000000","475988.000000","0.000000","0.000000","0.000000","294934.016000","487240.992000","0.000000","0.000000","175471.008000","0.000000","0.000000","0.000000","0.000000","0.000000","311769.984000","932961.984000","7570563.072000","0.000000","72201.000000","11901949.952000","1290600.960000","0.000000","211348.992000","49333.000000","883542.976000","0.000000","4339.000000","142036.992000","0.000000","0.000000","4849134.080000","2665284.096000","0.000000","2011972.992000","0.000000","0.000000","171876.992000","0.000000","0.000000","482.000000","5761733.120000","3052210.944000","84075.000000","14589.000000","1963874.944000","646982.976000","0.000000","0.000000","0.000000","0.000000","902222.976000","-121008.000000","781214.976000","-508897.984000","272316.992000","-69961.000000","-42754.000000","0.000000","0.000000","-48943.000000","-21631.000000","110883.000000","189768.000000","-78885.000000","133264.000000","133264.000000","0.000000","333175.008000","-31656.000000","-18649.000000","0.000000","0.000000","-9.000000","282860.992000","FIBR3","2007-09-29 21:00:00"
"5","31/12/2007","11750000.640000","2388251.904000","1436235.008000","0.000000","274371.008000","424350.016000","0.000000","0.000000","0.000000","253296.000000","563171.008000","0.000000","0.000000","160104.992000","0.000000","0.000000","0.000000","0.000000","0.000000","403065.984000","822723.008000","7913339.904000","0.000000","62515.000000","11750000.640000","1346173.056000","0.000000","185864.992000","58202.000000","662977.024000","0.000000","322516.000000","116613.000000","0.000000","0.000000","2990173.952000","2594362.112000","0.000000","395812.000000","0.000000","0.000000","0.000000","0.000000","1780999.936000","475.000000","5632179.200000","3052210.944000","84075.000000","14070.000000","2481822.976000","0.000000","0.000000","0.000000","0.000000","0.000000","856889.088000","-110094.016000","746795.008000","-508848.000000","237947.008000","-71164.000000","-48603.008000","0.000000","0.000000","-103736.992000","-14321.000000","230547.008000","1143834.880000","-913287.936000","-7200.000000","-14876.992000","7677.000000","223468.928000","2777.000000","-37811.000000","0.000000","0.000000","6.000000","188441.024000","FIBR3","2007-12-30 22:00:00"
"6","31/03/2008","11708292.096000","2296516.096000","1307805.952000","0.000000","265331.008000","450259.008000","0.000000","0.000000","0.000000","273120.000000","570443.008000","0.000000","0.000000","169918.000000","0.000000","0.000000","0.000000","0.000000","0.000000","400524.992000","778134.016000","8003655.168000","0.000000","59544.000000","11708292.096000","1344182.016000","0.000000","160199.008000","45095.000000","754673.024000","0.000000","300184.992000","84030.000000","0.000000","0.000000","2836901.888000","2428898.048000","0.000000","408004.000000","0.000000","0.000000","0.000000","0.000000","1780999.936000","616.000000","5745591.808000","3052210.944000","84902.000000","13554.000000","2484843.008000","110082.000000","0.000000","0.000000","0.000000","0.000000","811448.000000","-103637.000000","707811.008000","-442294.016000","265516.992000","-68274.000000","-36145.000000","0.000000","0.000000","-50089.000000","-5998.000000","14436.000000","394148.000000","-379712.000000","2023.000000","2023.000000","0.000000","121470.000000","-16793.000000","6563.000000","0.000000","0.000000","-140.000000","111100.000000","FIBR3","2008-03-30 21:00:00"
"7","30/06/2008","11590747.136000","2054925.056000","1059681.024000","0.000000","251660.000000","481179.008000","0.000000","0.000000","0.000000","262404.992000","592366.016000","0.000000","0.000000","198944.000000","0.000000","0.000000","0.000000","0.000000","0.000000","393422.016000","720556.992000","8173568.000000","0.000000","49331.000000","11590747.136000","1427015.040000","0.000000","177816.992000","49255.000000","1088640.000000","0.000000","11636.000000","99667.000000","0.000000","0.000000","2656242.944000","2232178.944000","0.000000","424064.000000","0.000000","0.000000","0.000000","0.000000","1780999.936000","906.000000","5725582.848000","3052210.944000","84902.000000","13056.000000","2330251.008000","245163.008000","0.000000","0.000000","0.000000","0.000000","878670.016000","-116630.000000","762040.000000","-494433.984000","267606.000000","-78151.000000","-38841.000000","0.000000","0.000000","-49118.000000","-62381.000000","150022.000000","731753.984000","-581731.968000","-2025.000000","0.000000","-2025.000000","187112.000000","-23715.000000","-28947.000000","0.000000","0.000000","-79.000000","134371.008000","FIBR3","2008-06-29 21:00:00"
"8","30/09/2008","12061505.536000","2164256.000000","1042208.000000","0.000000","237675.008000","549166.976000","0.000000","0.000000","0.000000","335206.016000","769432.000000","0.000000","0.000000","191015.008000","0.000000","0.000000","0.000000","0.000000","0.000000","578417.024000","1017.000000","8407663.104000","672923.008000","46215.000000","12061505.536000","2144647.040000","0.000000","190602.000000","68228.000000","1368460.032000","0.000000","8741.000000","508616.000000","0.000000","0.000000","2995215.104000","2631860.992000","0.000000","232235.008000","0.000000","0.000000","131119.000000","0.000000","1780999.936000","1033.000000","5139611.136000","3052210.944000","2687.000000","12564.000000","2412677.120000","-340528.000000","0.000000","0.000000","0.000000","0.000000","861860.992000","-129540.000000","732321.024000","-518684.992000","213636.000000","-63101.000000","-40737.000000","0.000000","0.000000","-44931.000000","37934.000000","-957988.992000","-408147.008000","-549841.984000","-6902.000000","0.000000","-6902.000000","-862089.984000","-22601.000000","299352.992000","0.000000","0.000000","-127.000000","-585465.024000","FIBR3","2008-09-29 21:00:00"
"9","31/12/2008","12797763.584000","2136310.016000","886172.992000","0.000000","303820.000000","535001.984000","0.000000","0.000000","0.000000","411315.008000","1049686.976000","0.000000","0.000000","174751.008000","0.000000","0.000000","0.000000","0.000000","0.000000","874936.000000","2802.000000","8977089.536000","631875.008000","0.000000","12797763.584000","2731883.008000","0.000000","191842.000000","24504.000000","2148668.928000","0.000000","805.000000","366063.008000","0.000000","0.000000","5932888.064000","3789218.048000","0.000000","2011363.968000","0.000000","0.000000","132306.000000","0.000000","0.000000","1122.000000","4131870.976000","3052210.944000","2687.000000","12073.000000","1064899.968000","0.000000","0.000000","0.000000","0.000000","0.000000","919837.952000","-131092.000000","788745.728000","-547358.976000","241387.008000","-73445.008000","-47569.000000","0.000000","0.000000","-77118.000000","31109.000000","-1431140.992000","756593.024000","-2187734.016000","14227.000000","5300.000000","8927.000000","-1342550.016000","30318.000000","341968.992000","0.000000","0.000000","-90.000000","-970353.024000","FIBR3","2008-12-30 22:00:00"
"10","31/03/2009","29398253.568000","5886880.768000","3260370.944000","0.000000","909628.992000","1049980.032000","0.000000","0.000000","0.000000","666900.992000","2270693.120000","0.000000","0.000000","316248.992000","0.000000","0.000000","0.000000","0.000000","0.000000","1954444.032000","19341.000000","16748460.032000","4472879.104000","0.000000","29398253.568000","6301032.960000","0.000000","456596.000000","29570.000000","3430128.128000","0.000000","683.000000","2384056.064000","0.000000","0.000000","15988435.968000","10967542.784000","0.000000","4480494.080000","0.000000","0.000000","540398.976000","0.000000","0.000000","617259.008000","6491526.144000","3052210.944000","2687.000000","11587.000000","1063651.008000","-5380.000000","0.000000","0.000000","0.000000","2366769.920000","1649547.008000","-151036.000000","1498510.976000","-1195748.992000","302761.984000","-113881.000000","-64502.000000","0.000000","11126.000000","-1525.000000","-89.000000","-102903.000000","549161.024000","-652064.000000","0.000000","0.000000","0.000000","30988.000000","-6073.000000","-28147.000000","0.000000","0.000000","-2634.000000","-5866.000000","FIBR3","2009-03-30 21:00:00"
