"","Tempo","Ativo Total","Ativo Circulante","Caixa e Equivalentes de Caixa","Aplicações Financeiras","Contas a Receber","Estoques","Ativos Biológicos","Tributos a Recuperar","Despesas Antecipadas","Outros Ativos Circulantes","Ativo Realizável a Longo Prazo","Aplicações Financeiras Avaliadas a Valor Justo","Aplicações Financeiras Avaliadas ao Custo Amortizado","Contas a Receber","Estoques","Ativos Biológicos","Tributos Diferidos","Despesas Antecipadas","Créditos com Partes Relacionadas","Outros Ativos Não Circulantes","Investimentos","Imobilizado","Intangível","Diferido","Passivo Total","Passivo Circulante","Obrigações Sociais e Trabalhistas","Fornecedores","Obrigações Fiscais","Empréstimos e Financiamentos","Passivos com Partes Relacionadas","Dividendos e JCP a Pagar","Outros","Provisões","Passivos sobre Ativos Não-Correntes a Venda e Descontinuados","Passivo Não Circulante","Empréstimos e Financiamentos","Passivos com Partes Relacionadas","Outros","Tributos Diferidos","Adiantamento para Futuro Aumento Capital","Provisões","Passivos sobre Ativos Não-Correntes a Venda e Descontinuados","Lucros e Receitas a Apropriar","Participação dos Acionistas Não Controladores","Patrimônio Líquido","Capital Social Realizado","Reservas de Capital","Reservas de Reavaliação","Reservas de Lucros","Lucros/Prejuízos Acumulados","Ajustes de Avaliação Patrimonial","Ajustes Acumulados de Conversão","Outros Resultados Abrangentes","Adiantamento para Futuro Aumento Capital","Receita Bruta de Vendas e/ou Serviços","Deduções da Receita Bruta","Receita Líquida de Vendas e/ou Serviços","Custo de Bens e/ou Serviços Vendidos","Resultado Bruto","Despesas Com Vendas","Despesas Gerais e Administrativas","Perdas pela Não Recuperabilidade de Ativos ","Outras Receitas Operacionais","Outras Despesas Operacionais","Resultado da Equivalência Patrimonial","Financeiras","Receitas Financeiras","Despesas Financeiras","Resultado Não Operacional","Receitas","Despesas","Resultado Antes Tributação/Participações","Provisão para IR e Contribuição Social","IR Diferido","Participações/Contribuições Estatutárias","Reversão dos Juros sobre Capital Próprio","Part. de Acionistas Não Controladores","Lucro/Prejuízo do Período","names","Time"
"1","30/09/2006","358678.016000","299711.008000","93110.000000","0.000000","79157.000000","112373.000000","0.000000","0.000000","0.000000","15071.000000","18672.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","18672.000000","543.000000","36202.000000","0.000000","3550.000000","358678.016000","96992.000000","0.000000","69999.000000","5367.000000","1132.000000","0.000000","0.000000","5360.000000","15134.000000","0.000000","39505.000000","17117.000000","0.000000","0.000000","0.000000","0.000000","22388.000000","0.000000","0.000000","50.000000","222131.008000","147774.000000","0.000000","0.000000","49944.000000","24413.000000","0.000000","0.000000","0.000000","0.000000","101812.000000","-8075.000000","93737.000000","-51171.000000","42566.000000","-29405.000000","-13955.000000","0.000000","83.000000","-2779.000000","0.000000","1293.000000","3483.000000","-2190.000000","219.000000","243.000000","-24.000000","-1978.000000","2346.000000","-1633.000000","-1046.000000","0.000000","-2.000000","-2313.000000","SLED4","2006-09-29 21:00:00"
"2","31/12/2006","415920.000000","363940.000000","109004.000000","0.000000","135284.000000","115515.000000","0.000000","0.000000","0.000000","4137.000000","13630.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","13630.000000","543.000000","31202.000000","4994.000000","1611.000000","415920.000000","148146.000000","0.000000","97933.000000","16954.000000","2097.000000","0.000000","13988.000000","12838.000000","4336.000000","0.000000","36287.000000","22759.000000","0.000000","0.000000","0.000000","0.000000","13528.000000","0.000000","0.000000","51.000000","231436.000000","147774.000000","0.000000","0.000000","82425.000000","1237.000000","0.000000","0.000000","0.000000","0.000000","189989.984000","-11507.000000","178483.008000","-94081.008000","84401.984000","-40984.992000","-15763.000000","0.000000","800.000000","-3067.000000","0.000000","-13760.000000","3749.000000","-17509.000000","4674.000000","4541.000000","133.000000","16301.000000","-5022.000000","-631.000000","-1341.000000","13988.000000","-2.000000","23293.000000","SLED4","2006-12-30 22:00:00"
"3","31/03/2007","451833.984000","399403.008000","143180.000000","0.000000","141664.992000","113877.000000","0.000000","0.000000","0.000000","681.000000","12104.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12104.000000","543.000000","33540.000000","4793.000000","1451.000000","451833.984000","143827.008000","0.000000","77253.000000","29212.000000","4314.000000","0.000000","13988.000000","13288.000000","5772.000000","0.000000","35676.000000","23982.000000","0.000000","0.000000","0.000000","0.000000","11694.000000","0.000000","0.000000","56.000000","272275.008000","147774.000000","0.000000","0.000000","82425.000000","42076.000000","0.000000","0.000000","0.000000","0.000000","231900.000000","-9317.000000","222583.008000","-93402.000000","129181.000000","-49426.000000","-14410.000000","0.000000","287.000000","-2844.000000","0.000000","1248.000000","3903.000000","-2655.000000","-3.000000","12.000000","-15.000000","64033.000000","-22019.000000","267.000000","-1437.000000","0.000000","-5.000000","40839.000000","SLED4","2007-03-30 21:00:00"
"4","30/06/2007","413974.016000","359056.992000","113596.000000","0.000000","106377.000000","126262.000000","0.000000","0.000000","0.000000","12822.000000","12470.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12470.000000","543.000000","36048.000000","4565.000000","1291.000000","413974.016000","104253.000000","0.000000","67426.000000","21577.000000","6972.000000","0.000000","40.000000","5579.000000","2659.000000","0.000000","43754.000000","29952.000000","0.000000","0.000000","0.000000","0.000000","13802.000000","0.000000","0.000000","58.000000","265908.992000","147774.000000","0.000000","0.000000","82425.000000","35710.000000","0.000000","0.000000","0.000000","0.000000","119486.000000","-9917.000000","109569.000000","-61800.000000","47769.000000","-39846.000000","-16057.000000","0.000000","586.000000","-2352.000000","0.000000","1806.000000","4140.000000","-2334.000000","37.000000","26.000000","11.000000","-8057.000000","5668.000000","-2753.000000","-1222.000000","0.000000","-2.000000","-6366.000000","SLED4","2007-06-29 21:00:00"
"5","30/09/2007","430168.000000","373950.016000","103281.000000","0.000000","116554.000000","140446.000000","0.000000","0.000000","0.000000","13669.000000","12125.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12125.000000","543.000000","37997.000000","4363.000000","1190.000000","430168.000000","115245.000000","0.000000","75441.000000","18557.000000","11487.000000","0.000000","35.000000","5722.000000","4003.000000","0.000000","47163.000000","32298.000000","0.000000","0.000000","0.000000","0.000000","14865.000000","0.000000","0.000000","61.000000","267699.008000","147774.000000","0.000000","0.000000","82425.000000","37500.000000","0.000000","0.000000","0.000000","0.000000","144163.008000","-10449.000000","133714.000000","-74878.000000","58836.000000","-38499.000000","-13605.000000","0.000000","396.000000","-3215.000000","0.000000","537.000000","3092.000000","-2555.000000","3.000000","34.000000","-31.000000","4453.000000","532.000000","-1848.000000","-1344.000000","0.000000","-3.000000","1790.000000","SLED4","2007-09-29 21:00:00"
"6","31/12/2007","524633.984000","443072.992000","119627.000000","0.000000","191954.000000","131032.000000","0.000000","0.000000","0.000000","460.000000","12984.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12984.000000","543.000000","44348.000000","22485.000000","1201.000000","524633.984000","194347.008000","0.000000","106673.000000","26641.000000","15122.000000","0.000000","18891.000000","21623.000000","5397.000000","0.000000","47468.000000","31420.000000","0.000000","3244.000000","0.000000","0.000000","12804.000000","0.000000","0.000000","63.000000","282756.000000","147774.000000","0.000000","0.000000","133745.000000","1237.000000","0.000000","0.000000","0.000000","0.000000","283825.984000","-16200.000000","267625.952000","-140441.984000","127183.984000","-61577.000000","-18027.000000","0.000000","1757.000000","-3221.000000","0.000000","-14914.000000","2991.000000","-17905.000000","28.000000","-7.000000","35.000000","31230.000000","-11490.000000","850.000000","-1394.000000","14754.000000","-6.000000","33944.000000","SLED4","2007-12-30 22:00:00"
"7","31/03/2008","580337.024000","407542.016000","50116.000000","0.000000","204727.008000","150704.000000","0.000000","0.000000","0.000000","1995.000000","10768.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","10768.000000","543.000000","50415.000000","109987.000000","1082.000000","580337.024000","195576.000000","0.000000","100686.000000","32841.000000","16054.000000","0.000000","18891.000000","25618.000000","1486.000000","0.000000","58819.000000","29889.000000","0.000000","12183.000000","0.000000","0.000000","16747.000000","0.000000","0.000000","59.000000","325883.008000","147774.000000","0.000000","0.000000","133745.000000","44364.000000","0.000000","0.000000","0.000000","0.000000","295672.000000","-15975.000000","279696.992000","-126408.000000","153288.992000","-61225.000000","-21521.000000","0.000000","284.000000","-3838.000000","0.000000","947.000000","3897.000000","-2950.000000","434.000000","464.000000","-30.000000","68370.000000","-21370.000000","-2384.000000","-1486.000000","0.000000","-3.000000","43127.000000","SLED4","2008-03-30 21:00:00"
"8","30/06/2008","525856.000000","351668.992000","3991.000000","0.000000","160248.000000","180519.008000","0.000000","0.000000","0.000000","6911.000000","11091.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","11091.000000","543.000000","51649.000000","109709.000000","1195.000000","525856.000000","156680.992000","0.000000","100428.000000","24946.000000","16445.000000","0.000000","46.000000","11852.000000","2964.000000","0.000000","55654.000000","27570.000000","0.000000","12414.000000","0.000000","0.000000","15670.000000","0.000000","0.000000","59.000000","313462.016000","147774.000000","0.000000","0.000000","133745.000000","31943.000000","0.000000","0.000000","0.000000","0.000000","204008.000000","-13188.000000","190820.000000","-112936.000000","77884.000000","-53329.000000","-34635.000000","0.000000","1098.000000","-5178.000000","0.000000","-2040.000000","1338.000000","-3378.000000","-407.000000","-396.000000","-11.000000","-16607.000000","5585.000000","79.000000","-1478.000000","0.000000","0.000000","-12421.000000","SLED4","2008-06-29 21:00:00"
"9","30/09/2008","594321.024000","410663.008000","10478.000000","0.000000","156034.000000","234954.000000","0.000000","0.000000","0.000000","9197.000000","16359.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","16359.000000","543.000000","56297.000000","108908.000000","1551.000000","594321.024000","225895.008000","0.000000","137624.992000","20128.000000","49780.000000","0.000000","42.000000","13650.000000","4670.000000","0.000000","54227.000000","23243.000000","0.000000","12446.000000","0.000000","0.000000","18538.000000","0.000000","0.000000","60.000000","314139.008000","147774.000000","0.000000","0.000000","133745.000000","32620.000000","0.000000","0.000000","0.000000","0.000000","240388.000000","-13160.000000","227228.000000","-131245.000000","95983.000000","-55437.000000","-30700.000000","0.000000","2267.000000","-5141.000000","0.000000","-3988.000000","410.000000","-4398.000000","752.000000","965.000000","-213.000000","3736.000000","1687.000000","-3039.000000","-1706.000000","0.000000","-1.000000","677.000000","SLED4","2008-09-29 21:00:00"
"10","31/12/2008","682441.024000","489988.000000","37823.000000","0.000000","235467.008000","216331.008000","0.000000","0.000000","0.000000","367.000000","31777.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","31777.000000","543.000000","67682.000000","92451.000000","0.000000","682441.024000","295110.016000","0.000000","173927.008000","21893.000000","42317.000000","0.000000","19776.000000","33241.000000","3956.000000","0.000000","51388.000000","21822.000000","0.000000","8336.000000","0.000000","0.000000","21230.000000","0.000000","0.000000","61.000000","335881.984000","147774.000000","0.000000","0.000000","188108.000000","0.000000","0.000000","0.000000","0.000000","0.000000","413614.080000","-17881.000000","395732.992000","-213656.000000","182076.992000","-85282.992000","-32575.000000","0.000000","422.000000","-9459.000000","0.000000","-24582.000000","1218.000000","-25800.000000","-779.000000","-1033.000000","254.000000","29821.000000","-13086.000000","5417.000000","714.000000","17785.000000","-1.000000","40650.000000","SLED4","2008-12-30 22:00:00"
