"","Tempo","Ativo Total","Ativo Circulante","Disponibilidades","Aplicações Interfinanceiras de Liquidez","Títulos e Valores Mobiliários","Relações Interfinanceiras","Relações Interdependências","Operações de Crédito","Operações de Arrendamento Mercantil","Outros Créditos","Outros Valores e Bens","Ativo Realizável a Longo Prazo","Aplicações Interfinanceiras de Liquidez","Títulos e Valores Mobiliários","Relações Interfinanceiras","Relações Interdependências","Operações de Crédito","Operações de Arrendamento Mercantil","Outros Créditos","Outros Valores e Bens","Ativo Permanente","Investimentos","Imobilizado de Uso","Imobilizado de Arrendamento","Intangível","Diferido","Passivo Total","Passivo Circulante","Depósitos","Captações no Mercado Aberto","Recursos de Aceites e Emissão de Títulos","Relações Interfinanceiras","Relações Interdependências","Obrigações por Empréstimos","Obrigações por Repasse do País","Obrigações por Repasse do Exterior","Outras Obrigações","Passivo Exigível a Longo Prazo","Depósitos","Captações no Mercado Aberto","Recursos de Aceites e Emissão de Títulos","Relações Interfinanceiras","Relações Interdependências","Obrigações por Empréstimos","Obrigações por Repasse do País","Obrigações por Repasse do Exterior","Outras Obrigações","Resultados de Exercícios Futuros","Part. de Acionistas Não Controladores.x","Patrimônio Líquido","Capital Social Realizado","Reservas de Capital","Reservas de Reavaliação","Reservas de Lucro","Ajustes de Avaliação Patrimonial","Lucros/Prejuízos Acumulados","Receitas da Intermediação Financeira","Despesas da Intermediação Financeira","Resultado Bruto Intermediação Financeira","Outras Despesas/Receitas Operacionais","Receitas de Prestação de Serviços","Despesas de Pessoal","Outras Despesas Administrativas","Despesas Tributárias","Outras Receitas Operacionais","Outras Despesas Operacionais","Resultado da Equivalência Patrimonial","Resultado Operacional","Resultado Não Operacional","Receitas","Despesas","Resultado Antes Tributação/Participações","Provisão para IR e Contribuição Social","IR Diferido","Participações/Contribuições Estatutárias","Reversão dos Juros sobre Capital Próprio","Part. de Acionistas Não Controladores.y","Lucro/Prejuízo do Período","names","Time"
"1","30/09/2007","5383887.872000","3942898.944000","6595.000000","142064.000000","929308.992000","27502.000000","0.000000","1727436.032000","0.000000","1106300.032000","3693.000000","1431424.000000","0.000000","87709.000000","0.000000","0.000000","1291412.992000","0.000000","44056.000000","8246.000000","9565.000000","973.000000","6921.000000","0.000000","0.000000","1671.000000","5383887.872000","3202476.032000","1169245.952000","0.000000","9320.000000","211.000000","101643.000000","827449.024000","136088.000000","0.000000","958518.976000","1094914.048000","509624.000000","0.000000","0.000000","0.000000","0.000000","166944.000000","287707.008000","0.000000","130639.000000","3574.000000","0.000000","1082924.032000","1004400.000000","438.000000","0.000000","23741.000000","-1638.000000","55983.000000","129330.000000","-73439.000000","55891.000000","-45929.000000","9332.000000","-12466.000000","-38679.000000","-1040.000000","1664.000000","-4740.000000","0.000000","9962.000000","-350.000000","293.000000","-643.000000","9612.000000","-1970.000000","0.000000","-4457.000000","0.000000","0.000000","3185.000000","ABCB4","2007-09-29 21:00:00"
"2","31/12/2007","5665687.040000","3992269.056000","12020.000000","323056.992000","859644.992000","28640.000000","0.000000","2061517.056000","0.000000","702665.024000","4725.000000","1663892.992000","0.000000","133504.000000","0.000000","0.000000","1434898.944000","0.000000","83496.000000","11994.000000","9525.000000","972.000000","6910.000000","0.000000","0.000000","1643.000000","5665687.040000","3559311.104000","1215554.048000","206084.000000","0.000000","9.000000","147916.000000","1205892.992000","139076.000000","0.000000","644779.008000","1014848.000000","528625.984000","0.000000","0.000000","0.000000","0.000000","158415.008000","293775.008000","0.000000","34032.000000","5946.000000","0.000000","1085581.952000","1004400.000000","438.000000","0.000000","26408.000000","-5714.000000","60050.000000","152492.000000","-70233.984000","82258.000000","-21879.000000","12398.000000","-14586.000000","-10816.000000","-871.000000","1243.000000","-9247.000000","0.000000","60378.992000","-25.000000","0.000000","-25.000000","60353.992000","1026.000000","0.000000","-11240.000000","0.000000","0.000000","50140.000000","ABCB4","2007-12-30 22:00:00"
"3","31/03/2008","5882205.184000","4115328.000000","39070.000000","201176.992000","844153.024000","55979.000000","0.000000","2336805.120000","0.000000","631980.992000","6163.000000","1757089.024000","0.000000","128648.000000","0.000000","0.000000","1527533.056000","0.000000","84523.000000","16385.000000","9788.000000","987.000000","6947.000000","0.000000","0.000000","1854.000000","5882205.184000","3546526.976000","1356365.952000","238236.000000","0.000000","322.000000","86799.000000","1329458.944000","152766.000000","0.000000","382579.008000","1221788.032000","698368.000000","0.000000","0.000000","0.000000","0.000000","167907.008000","302812.992000","0.000000","52700.000000","6880.000000","0.000000","1107010.048000","1004400.000000","438.000000","0.000000","26408.000000","-6014.000000","81778.000000","210938.000000","-130989.000000","79949.000000","-15752.000000","9124.000000","-14181.000000","-9685.000000","-779.000000","2057.000000","-2288.000000","0.000000","64197.000000","0.000000","0.000000","0.000000","64197.000000","-11672.000000","0.000000","-14519.000000","0.000000","0.000000","38006.000000","ABCB4","2008-03-30 21:00:00"
"4","30/06/2008","6309542.912000","4401218.048000","8324.000000","281268.992000","721516.032000","94349.000000","0.000000","2647159.040000","0.000000","641260.992000","7340.000000","1897345.024000","0.000000","153422.000000","0.000000","0.000000","1635632.000000","0.000000","87834.000000","20457.000000","10980.000000","1163.000000","7360.000000","0.000000","0.000000","2457.000000","6309542.912000","4058668.032000","1984585.984000","49108.000000","0.000000","849.000000","7361.000000","1437106.944000","161179.008000","0.000000","418478.016000","1111953.024000","617459.008000","0.000000","0.000000","0.000000","0.000000","101800.000000","337268.992000","0.000000","55425.000000","7134.000000","0.000000","1131788.032000","1004400.000000","615.000000","0.000000","90527.000000","-8514.000000","44760.000000","149992.992000","-53310.000000","96683.000000","-24014.000000","10770.000000","-16031.000000","-10873.000000","-705.000000","2427.000000","-9602.000000","0.000000","72669.000000","-2.000000","0.000000","-2.000000","72667.000000","-17431.000000","0.000000","-11858.000000","0.000000","0.000000","43378.000000","ABCB4","2008-06-29 21:00:00"
"5","30/09/2008","7684408.832000","5703646.208000","39238.000000","326012.992000","1045334.976000","13755.000000","0.000000","3067529.984000","0.000000","1203240.960000","8534.000000","1969027.968000","0.000000","167420.992000","0.000000","0.000000","1682925.952000","0.000000","97218.000000","21463.000000","11735.000000","1163.000000","8077.000000","0.000000","0.000000","2495.000000","7684408.832000","5340823.040000","1796267.008000","82508.000000","370472.992000","102.000000","35512.000000","1894368.000000","171352.992000","0.000000","990240.000000","1177976.064000","651803.008000","0.000000","34534.000000","0.000000","0.000000","127131.000000","330868.992000","0.000000","33639.000000","6850.000000","0.000000","1158759.936000","1004400.000000","615.000000","0.000000","86314.000000","-8182.000000","75613.000000","304883.008000","-234763.008000","70120.000000","-276.000000","12068.000000","-17594.000000","-12312.000000","-786.000000","19809.000000","-1461.000000","0.000000","69844.000000","1205.000000","1207.000000","-2.000000","71049.000000","-8679.000000","0.000000","-13961.000000","0.000000","0.000000","48409.000000","ABCB4","2008-09-29 21:00:00"
"6","31/12/2008","7494921.216000","5750920.192000","43508.000000","869056.000000","1328279.040000","18892.000000","0.000000","2797586.944000","0.000000","689598.016000","4000.000000","1732233.984000","0.000000","165999.008000","0.000000","0.000000","1448395.008000","0.000000","104270.000000","13570.000000","11767.000000","1219.000000","5818.000000","0.000000","2446.000000","2284.000000","7494921.216000","5283988.992000","1964859.008000","0.000000","320388.992000","0.000000","63558.000000","2208293.120000","184908.992000","0.000000","541980.992000","1040620.032000","515124.992000","0.000000","11601.000000","0.000000","0.000000","126848.000000","358998.016000","0.000000","28048.000000","8572.000000","0.000000","1161740.032000","1004400.000000","671.000000","0.000000","162263.008000","-5594.000000","0.000000","402451.968000","-377180.992000","25271.008000","-13544.000000","11179.000000","-20740.000000","-26424.000000","-635.000000","16738.000000","6338.000000","0.000000","11727.008000","1.000000","1.000000","0.000000","11728.000000","13322.000000","0.000000","-4755.000000","0.000000","0.000000","20295.000000","ABCB4","2008-12-30 22:00:00"
"7","31/03/2009","6887761.920000","5269148.160000","22669.000000","678316.032000","1159868.032000","9442.000000","0.000000","2634822.912000","0.000000","760054.976000","3975.000000","1605923.968000","0.000000","159500.992000","0.000000","0.000000","1315830.016000","0.000000","118422.000000","12171.000000","12690.000000","1219.000000","6914.000000","0.000000","2484.000000","2073.000000","6887761.920000","4583158.784000","1938237.056000","123900.000000","314406.016000","139.000000","14688.000000","1433043.968000","193410.000000","0.000000","565334.976000","1119513.984000","512375.008000","0.000000","3612.000000","0.000000","0.000000","180880.000000","376222.016000","0.000000","46425.000000","9758.000000","0.000000","1175330.944000","1004400.000000","671.000000","0.000000","162094.000000","-666.000000","8832.000000","185744.000000","-122278.000000","63466.000000","-24023.000000","10302.000000","-20639.000000","-12328.000000","-549.000000","2596.000000","-3405.000000","0.000000","39443.000000","-1708.000000","7.000000","-1715.000000","37735.000000","-3924.000000","0.000000","-7500.000000","0.000000","0.000000","26311.000000","ABCB4","2009-03-30 21:00:00"
"8","30/06/2009","6619656.192000","5030786.048000","11380.000000","597182.016000","1165580.032000","27420.000000","0.000000","2693456.896000","0.000000","532564.992000","3202.000000","1571601.024000","0.000000","116812.000000","0.000000","0.000000","1282982.016000","0.000000","159456.000000","12351.000000","17269.000000","1092.000000","11728.000000","0.000000","2588.000000","1861.000000","6619656.192000","4392510.976000","2200425.984000","19999.000000","438684.992000","35.000000","9504.000000","1114489.984000","279438.016000","0.000000","329934.016000","1055200.000000","461227.008000","0.000000","2278.000000","0.000000","0.000000","74169.000000","408675.008000","0.000000","108851.000000","12473.000000","0.000000","1159472.000000","1004400.000000","671.000000","0.000000","165060.000000","-644.000000","-10015.000000","166336.992000","-62650.000000","103687.000000","-40091.000000","13440.000000","-17480.000000","-13181.000000","-538.000000","2898.000000","-25230.000000","0.000000","63596.000000","-1049.000000","0.000000","-1049.000000","62547.000000","-17917.000000","0.000000","-9245.000000","0.000000","0.000000","35385.000000","ABCB4","2009-06-29 21:00:00"
"9","30/09/2009","7467110.912000","5510932.992000","13598.000000","428143.008000","1492941.056000","41108.000000","0.000000","2907994.880000","0.000000","621660.992000","5487.000000","1938397.952000","0.000000","279216.000000","0.000000","0.000000","1456867.968000","0.000000","191672.992000","10641.000000","17780.000000","1092.000000","12491.000000","0.000000","2547.000000","1650.000000","7467110.912000","4651838.976000","2398264.064000","0.000000","463919.008000","212.000000","20103.000000","984577.024000","366952.000000","0.000000","417812.000000","1616957.056000","518044.992000","0.000000","1463.000000","0.000000","0.000000","86375.000000","712460.992000","0.000000","298612.992000","16139.000000","0.000000","1182176.000000","1004400.000000","671.000000","0.000000","165060.000000","80.000000","11965.000000","188228.000000","-92209.000000","96019.000000","-30157.000000","16113.000000","-19533.000000","-14067.000000","-574.000000","2901.000000","-14997.000000","0.000000","65862.000000","-241.000000","0.000000","-241.000000","65621.000000","-15692.000000","0.000000","-11815.000000","0.000000","0.000000","38114.000000","ABCB4","2009-09-29 21:00:00"
"10","31/12/2009","7377224.192000","5230227.968000","8031.000000","508103.008000","922614.016000","68047.000000","0.000000","3171721.984000","0.000000","548515.008000","3196.000000","2128866.048000","0.000000","117037.000000","0.000000","0.000000","1926926.976000","0.000000","75231.000000","9671.000000","18130.000000","406.000000","13156.000000","0.000000","3129.000000","1439.000000","7377224.192000","4554461.184000","2348560.896000","0.000000","493456.000000","0.000000","8633.000000","966473.984000","463830.016000","0.000000","273507.008000","1585630.976000","674515.008000","0.000000","8343.000000","0.000000","0.000000","82009.000000","804404.992000","0.000000","16359.000000","18691.000000","0.000000","1218440.960000","1004400.000000","671.000000","0.000000","213248.992000","121.000000","0.000000","192556.032000","-98543.968000","94012.000000","-45232.008000","19797.000000","-20259.000000","-15658.000000","-3549.000000","69672.000000","-95235.008000","0.000000","48780.000000","-311.000000","0.000000","-311.000000","48468.992000","16379.000000","0.000000","-13504.000000","0.000000","0.000000","51344.000000","ABCB4","2009-12-30 22:00:00"
"11","31/03/2010","8156083.200000","5727838.208000","21836.000000","482180.992000","902262.976000","66379.000000","0.000000","3463691.008000","0.000000","784078.976000","7409.000000","2410606.080000","0.000000","133804.000000","0.000000","0.000000","2199042.048000","0.000000","66827.000000","10933.000000","17639.000000","411.000000","12992.000000","0.000000","3009.000000","1227.000000","8156083.200000","5237742.080000","2581723.904000","55961.000000","519278.016000","1187.000000","18392.000000","1112391.040000","543656.000000","0.000000","405152.992000","1653191.936000","660604.992000","0.000000","101.000000","0.000000","0.000000","75541.000000","897052.992000","0.000000","19892.000000","18000.000000","0.000000","1247149.056000","1004400.000000","671.000000","0.000000","213248.992000","46.000000","28783.000000","207606.000000","-116394.000000","91212.000000","-12520.000000","24431.000000","-20943.000000","-14348.000000","-8281.000000","7311.000000","-690.000000","0.000000","78692.000000","-265.000000","0.000000","-265.000000","78427.000000","-16045.000000","0.000000","-15448.000000","0.000000","0.000000","46934.000000","ABCB4","2010-03-30 21:00:00"
